X,Y
-9.36086292089804,-10.0
-9.294017695449003,-10.0
9.848343542087889,-10.0
10.0,-9.451690131917427
10.0,9.365738947500567
9.533504705302654,10.0
-9.783177104803237,10.0
-10.0,9.09212040035435
-10.0,-8.148739262850924
